SD temperatures,SD fertilization,SD speeds,SD motility,SU temperatures,SU fertilization,SU speeds,SU motility,multiple stressors temperatures,multiple stressors pH,multiple stressors fertilization,multiple stressors speeds,multiple stressors motility,Argyle_datetime_2020,Argyle_temps_2020,Argyle_datetime_2021,Argyle_temps_2021,Deadman_datetime_2020,Deadman_temps_2020,Deadman_datetime_2021,Deadman_temps_2021
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 1:00,18.07,8/7/2021 6:15,17.66,2020-07-26 4:23:23,11.31,2021-07-07 01:19:46,11.22
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 1:15,18.02,8/7/2021 6:30,17.69,2020-07-26 4:38:23,11.32,2021-07-07 01:34:46,11.23
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 1:30,17.97,8/7/2021 6:45,17.67,2020-07-26 4:53:23,11.37,2021-07-07 01:49:46,11.22
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 1:45,16.59,8/7/2021 7:00,17.72,2020-07-26 5:08:23,11.40,2021-07-07 02:04:46,11.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 2:00,16.26,8/7/2021 7:15,17.77,2020-07-26 5:23:23,11.41,2021-07-07 02:19:46,11.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 2:15,16.06,8/7/2021 7:30,17.81,2020-07-26 5:38:23,11.47,2021-07-07 02:34:46,11.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 2:30,15.72,8/7/2021 7:45,17.88,2020-07-26 5:53:23,11.50,2021-07-07 02:49:46,11.18
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 2:45,15.45,8/7/2021 8:00,17.91,2020-07-26 6:08:23,11.51,2021-07-07 03:04:46,11.18
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 3:00,15.1,8/7/2021 8:15,18.02,2020-07-26 6:23:23,11.54,2021-07-07 03:19:46,11.21
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 3:15,14.96,8/7/2021 8:30,18.15,2020-07-26 6:38:23,11.55,2021-07-07 03:34:46,11.24
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 3:30,13.95,8/7/2021 8:45,18.22,2020-07-26 6:53:23,11.56,2021-07-07 03:49:46,11.30
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 3:45,14.32,8/7/2021 9:00,18.33,2020-07-26 7:08:23,11.58,2021-07-07 04:04:46,11.38
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 4:00,14.26,8/7/2021 9:15,18.59,2020-07-26 7:23:23,11.54,2021-07-07 04:19:46,11.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 4:15,14.48,8/7/2021 9:30,18.76,2020-07-26 7:38:23,11.58,2021-07-07 04:34:46,11.47
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 4:30,14.06,8/7/2021 9:45,18.98,2020-07-26 7:53:23,11.59,2021-07-07 04:49:46,11.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 4:45,13.96,8/7/2021 10:00,19.32,2020-07-26 8:08:23,11.63,2021-07-07 05:04:46,11.63
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 5:00,14.4,8/7/2021 10:15,19.6,2020-07-26 8:23:23,11.63,2021-07-07 05:19:46,11.71
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 5:15,14.13,8/7/2021 10:30,19.99,2020-07-26 8:38:23,11.68,2021-07-07 05:34:46,11.84
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 5:30,13.81,8/7/2021 10:45,20.34,2020-07-26 8:53:23,11.70,2021-07-07 05:49:46,11.95
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 5:45,13.83,8/7/2021 11:00,21.18,2020-07-26 9:08:23,11.73,2021-07-07 06:04:46,11.99
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 6:00,14.4,8/7/2021 11:15,21.63,2020-07-26 9:23:23,11.78,2021-07-07 06:19:46,12.02
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 6:15,14.62,8/7/2021 11:30,22.18,2020-07-26 9:38:23,11.83,2021-07-07 06:34:46,12.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 6:30,15.12,8/7/2021 11:45,23.56,2020-07-26 9:53:23,11.89,2021-07-07 06:49:46,12.26
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 6:45,15.73,8/7/2021 12:00,24.17,2020-07-26 10:08:23,11.96,2021-07-07 07:04:46,12.36
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 7:00,16.76,8/7/2021 12:15,24.85,2020-07-26 22:53:23,11.06,2021-07-07 07:19:46,12.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 7:15,17.07,8/7/2021 12:30,25.52,2020-07-26 23:08:23,11.01,2021-07-07 07:34:46,12.63
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 7:30,17.21,8/7/2021 12:45,26.27,2020-07-26 23:23:23,10.99,2021-07-07 07:49:46,12.81
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 7:45,17.23,8/7/2021 13:00,27.04,2020-07-26 23:38:23,10.99,2021-07-07 08:04:46,13.05
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 8:00,17.23,8/7/2021 13:15,27.76,2020-07-26 23:53:23,11.03,2021-07-07 08:19:46,13.36
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 8:15,17.2,8/7/2021 13:30,28.17,2020-07-27 0:08:23,11.08,2021-07-07 08:34:46,13.56
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 8:30,17.17,8/7/2021 13:45,28.59,2020-07-27 0:23:23,11.09,2021-07-07 08:49:46,13.95
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 8:45,17.17,8/7/2021 14:00,29.02,2020-07-27 0:38:23,11.09,2021-07-07 09:04:46,14.08
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 9:00,17.17,8/7/2021 14:15,29.42,2020-07-27 0:53:23,11.07,2021-07-07 09:19:46,14.08
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 9:15,17.19,8/7/2021 14:30,29.92,2020-07-27 1:08:23,11.06,2021-07-07 09:34:46,14.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 9:30,17.21,8/7/2021 14:45,30.1,2020-07-27 1:23:23,11.04,2021-07-07 09:49:46,14.09
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 9:45,17.24,8/7/2021 15:00,30.26,2020-07-27 1:38:23,10.98,2021-07-07 10:04:46,14.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 10:00,17.29,8/7/2021 15:15,30.21,2020-07-27 1:53:23,10.94,2021-07-07 10:19:46,14.18
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 10:15,17.33,8/7/2021 15:30,30.28,2020-07-27 2:08:23,10.95,2021-07-07 10:34:46,14.19
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 10:30,17.33,8/7/2021 15:45,30.46,2020-07-27 2:23:23,11.00,2021-07-07 10:49:46,14.21
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 10:45,17.49,8/7/2021 16:00,30.34,2020-07-27 2:38:23,10.93,2021-07-07 11:04:46,14.22
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 11:00,17.6,8/7/2021 16:15,28.62,2020-07-27 2:53:23,10.88,2021-07-07 11:19:46,14.25
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 11:15,17.7,8/7/2021 16:30,23.86,2020-07-27 3:08:23,10.86,2021-07-07 11:34:46,14.29
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 11:30,17.88,8/7/2021 16:45,21.94,2020-07-27 3:23:23,10.95,2021-07-07 11:49:46,14.29
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 11:45,18.13,8/7/2021 17:00,20.64,2020-07-27 3:38:23,11.07,2021-07-07 12:04:46,14.33
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 12:00,18.74,8/7/2021 17:15,18.66,2020-07-27 3:53:23,11.18,2021-07-07 12:19:46,14.37
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 12:15,19.44,8/7/2021 17:30,17.66,2020-07-27 4:08:23,11.31,2021-07-07 12:34:46,14.40
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 12:30,19.9,8/7/2021 17:45,17.59,2020-07-27 4:23:23,11.40,2021-07-07 12:49:46,14.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 12:45,20.33,8/7/2021 18:00,17.48,2020-07-27 4:38:23,11.50,2021-07-07 13:04:46,14.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 13:00,20.63,8/7/2021 18:15,16.51,2020-07-27 4:53:23,11.54,2021-07-07 13:19:46,14.45
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 13:15,20.86,8/7/2021 18:30,16.13,2020-07-27 5:08:23,11.67,2021-07-07 13:34:46,14.45
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 13:30,21.2,8/7/2021 18:45,16.1,2020-07-27 5:23:23,11.74,2021-07-07 13:49:46,14.45
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 13:45,21.64,8/7/2021 19:00,16.34,2020-07-27 5:38:23,11.84,2021-07-07 14:04:46,14.43
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 14:00,21.92,8/7/2021 19:15,16.55,2020-07-27 5:53:23,11.89,2021-07-07 14:19:46,14.41
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 14:15,22.27,8/7/2021 19:30,16.81,2020-07-27 6:08:23,11.95,2021-07-07 14:34:46,14.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 14:30,22.54,8/7/2021 19:45,16.85,2020-07-27 6:23:23,12.01,2021-07-07 14:49:46,14.46
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 14:45,22.78,8/7/2021 20:00,17.25,2020-07-27 6:38:23,12.03,2021-07-07 15:04:46,14.48
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 15:00,23.02,8/7/2021 20:15,17.63,2020-07-27 6:53:23,12.08,2021-07-07 15:19:46,14.48
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 15:15,23.18,8/7/2021 20:30,18.25,2020-07-27 7:08:23,12.11,2021-07-07 15:34:46,14.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 15:30,23.24,8/7/2021 20:45,18.4,2020-07-27 7:23:23,12.14,2021-07-07 15:49:46,14.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 15:45,23.47,8/7/2021 21:00,18.64,2020-07-27 7:38:23,12.16,2021-07-07 16:04:46,14.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 16:00,23.73,8/7/2021 21:15,18.83,2020-07-27 7:53:23,12.20,2021-07-07 16:19:46,14.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 16:15,23.73,8/7/2021 21:30,18.94,2020-07-27 8:08:23,12.26,2021-07-07 16:34:46,14.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 16:30,23.65,8/7/2021 21:45,18.98,2020-07-27 8:23:23,12.28,2021-07-07 16:49:46,14.46
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 16:45,23.5,8/7/2021 22:00,18.95,2020-07-27 8:38:23,12.34,2021-07-07 17:04:46,14.21
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 17:00,23.53,8/7/2021 22:15,18.95,2020-07-27 8:53:23,12.39,2021-07-07 17:19:46,14.15
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 17:15,23.24,8/7/2021 22:30,18.86,2020-07-27 9:08:23,12.43,2021-07-07 17:34:46,12.93
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 17:30,23.03,8/7/2021 22:45,18.82,2020-07-27 9:23:23,12.48,2021-07-07 17:49:46,12.28
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 17:45,22.95,8/7/2021 23:00,18.79,2020-07-27 9:38:23,12.54,2021-07-07 18:04:46,11.95
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 18:00,22.66,8/7/2021 23:15,18.72,2020-07-27 9:53:23,12.58,2021-07-07 18:19:46,11.77
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 18:15,22.23,8/7/2021 23:30,18.09,2020-07-27 10:08:23,12.66,2021-07-07 18:34:46,11.68
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 18:30,21.42,8/7/2021 23:45,17.45,2020-07-27 10:23:23,12.74,2021-07-07 18:49:46,11.65
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 18:45,18.38,9/7/2021 0:00,17.38,2020-07-27 10:38:23,12.77,2021-07-07 19:04:46,11.55
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 19:00,17.47,9/7/2021 0:15,16.7,2020-07-27 23:08:23,10.88,2021-07-07 19:19:46,11.47
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 19:15,17.22,9/7/2021 0:30,16.42,2020-07-27 23:23:23,10.89,2021-07-07 19:34:46,11.46
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 19:30,16.44,9/7/2021 0:45,16.25,2020-07-27 23:38:23,10.87,2021-07-07 19:49:46,11.60
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 19:45,15.92,9/7/2021 1:00,15.88,2020-07-27 23:53:23,10.82,2021-07-07 20:04:46,11.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 20:00,15.38,9/7/2021 1:15,15.55,2020-07-28 0:08:23,10.78,2021-07-07 20:19:46,11.48
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 20:15,14.92,9/7/2021 1:30,16,2020-07-28 0:23:23,10.77,2021-07-07 20:34:46,11.38
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 20:30,14.64,9/7/2021 1:45,15.59,2020-07-28 0:38:23,10.73,2021-07-07 20:49:46,11.24
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 20:45,14.64,9/7/2021 2:00,15.29,2020-07-28 0:53:23,10.77,2021-07-07 21:04:46,11.16
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 21:00,14.99,9/7/2021 2:15,15.28,2020-07-28 1:08:23,10.86,2021-07-07 21:19:46,11.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 21:15,15.39,9/7/2021 2:30,15.67,2020-07-28 1:23:23,10.93,2021-07-07 21:34:46,10.99
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 21:30,15.23,9/7/2021 2:45,16.25,2020-07-28 1:38:23,10.89,2021-07-07 21:49:46,10.93
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 21:45,15.15,9/7/2021 3:00,16.77,2020-07-28 1:53:23,10.83,2021-07-07 22:04:46,10.72
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 22:00,15.19,9/7/2021 3:15,16.95,2020-07-28 2:08:23,10.82,2021-07-07 22:19:46,10.64
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 22:15,15.44,9/7/2021 3:30,17.32,2020-07-28 2:23:23,10.82,2021-07-07 22:34:46,10.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 22:30,15.63,9/7/2021 3:45,17.26,2020-07-28 2:38:23,10.85,2021-07-07 22:49:46,10.70
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 22:45,15.95,9/7/2021 4:00,17.54,2020-07-28 2:53:23,10.82,2021-07-07 23:04:46,10.80
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 23:00,16.57,9/7/2021 4:15,17.79,2020-07-28 3:08:23,10.82,2021-07-07 23:19:46,10.85
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 23:15,17.19,9/7/2021 4:30,17.93,2020-07-28 3:23:23,10.83,2021-07-07 23:34:46,11.00
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 23:30,17.48,9/7/2021 4:45,18.02,2020-07-28 3:38:23,10.83,2021-07-07 23:49:46,11.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23/7/2020 23:45,17.53,9/7/2021 5:00,18.04,2020-07-28 3:53:23,10.86,2021-07-08 00:04:46,11.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 0:00,17.5,9/7/2021 5:15,18.02,2020-07-28 4:08:23,10.93,2021-07-08 00:19:46,11.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 0:15,17.46,9/7/2021 5:30,17.98,2020-07-28 4:23:23,11.10,2021-07-08 00:34:46,11.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 0:30,17.36,9/7/2021 5:45,17.98,2020-07-28 4:38:23,11.18,2021-07-08 00:49:46,11.10
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 0:45,17.32,9/7/2021 6:00,17.96,2020-07-28 4:53:23,11.30,2021-07-08 01:04:46,11.08
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 1:00,17.3,9/7/2021 6:15,17.97,2020-07-28 5:08:23,11.42,2021-07-08 01:19:46,11.11
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 1:15,17.25,9/7/2021 6:30,17.97,2020-07-28 5:23:23,11.51,2021-07-08 01:34:46,11.11
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 1:30,17.22,9/7/2021 6:45,17.97,2020-07-28 5:38:23,11.59,2021-07-08 01:49:46,11.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 1:45,17.17,9/7/2021 7:00,17.97,2020-07-28 5:53:23,11.66,2021-07-08 02:04:46,11.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 2:00,17.11,9/7/2021 7:15,18.02,2020-07-28 6:08:23,11.71,2021-07-08 02:19:46,11.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 2:15,17.03,9/7/2021 7:30,18.1,2020-07-28 6:23:23,11.77,2021-07-08 02:34:46,11.08
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 2:30,16.95,n/a,n/a,2020-07-28 6:38:23,11.84,2021-07-08 02:49:46,11.09
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 2:45,16.9,n/a,n/a,2020-07-28 6:53:23,11.90,2021-07-08 03:04:46,11.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 3:00,16.8,n/a,n/a,2020-07-28 7:08:23,11.99,2021-07-08 03:19:46,11.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 3:15,16.75,n/a,n/a,2020-07-28 7:23:23,12.06,2021-07-08 03:34:46,11.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 3:30,16.69,n/a,n/a,2020-07-28 7:38:23,12.14,2021-07-08 03:49:46,11.08
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 3:45,16.63,n/a,n/a,2020-07-28 7:53:23,12.18,2021-07-08 04:04:46,11.09
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 4:00,16.54,n/a,n/a,2020-07-28 8:08:23,12.26,2021-07-08 04:19:46,11.08
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 4:15,15.43,n/a,n/a,2020-07-28 8:23:23,12.34,2021-07-08 04:34:46,11.08
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 4:30,15.17,n/a,n/a,2020-07-28 8:38:23,12.37,2021-07-08 04:49:46,11.04
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 4:45,15.07,n/a,n/a,2020-07-28 8:53:23,12.45,2021-07-08 05:04:46,11.04
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 5:00,14.89,n/a,n/a,2020-07-28 9:08:23,12.49,2021-07-08 05:19:46,11.02
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 5:15,14.47,n/a,n/a,2020-07-28 9:23:23,12.51,2021-07-08 05:34:46,11.03
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 5:30,14.28,n/a,n/a,2020-07-28 9:38:23,12.57,2021-07-08 05:49:46,11.04
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 5:45,13.93,n/a,n/a,2020-07-28 9:53:23,12.61,2021-07-08 06:04:46,11.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 6:00,13.88,n/a,n/a,2020-07-28 10:08:23,12.66,2021-07-08 06:19:46,11.24
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 6:15,13.76,n/a,n/a,2020-07-28 10:23:23,12.71,2021-07-08 06:34:46,11.38
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 6:30,13.33,n/a,n/a,2020-07-28 10:38:23,12.78,2021-07-08 06:49:46,11.58
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24/7/2020 6:45,13.4,n/a,n/a,2020-07-28 20:23:23,12.24,2021-07-08 07:04:46,11.80
