SD temperatures,SD fertilization,SD speeds,SD motility,SU temperatures,SU fertilization,SU speeds,SU motility,multiple stressors temperatures,multiple stressors pH,multiple stressors fertilization,multiple stressors speeds,multiple stressors motility,Argyle_datetime_2020,Argyle_temps_2020,Argyle_datetime_2021,Argyle_temps_2021,Deadman_datetime_2020,Deadman_temps_2020,Deadman_datetime_2021,Deadman_temps_2021
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 14:00,25.987,19/6/2021 0:00,13.94,2020-06-17 22:08:23,10.65,2021-06-17 19:04:46,14.56
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 14:30,26.475,19/6/2021 0:15,14.63,2020-06-17 22:23:23,10.62,2021-06-17 19:19:46,14.53
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 15:00,27.038,19/6/2021 0:30,14.05,2020-06-17 22:38:23,10.57,2021-06-17 19:34:46,14.50
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 15:30,27.259,19/6/2021 0:45,14.56,2020-06-17 22:53:23,10.62,2021-06-17 19:49:46,14.48
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 16:00,27.85,19/6/2021 1:00,15.43,2020-06-17 23:08:23,10.59,2021-06-17 20:04:46,14.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 16:30,26.916,19/6/2021 1:15,15.84,2020-06-17 23:23:23,10.55,2021-06-17 20:19:46,14.41
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 17:00,20.222,19/6/2021 1:30,16.16,2020-06-17 23:38:23,10.50,2021-06-17 20:34:46,14.38
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 17:30,18.152,19/6/2021 1:45,16.27,2020-06-17 23:53:23,10.47,2021-06-17 20:49:46,14.35
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 18:00,18.414,19/6/2021 2:00,16.43,2020-06-18 0:08:23,10.40,2021-06-17 21:04:46,14.32
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 18:30,18.509,19/6/2021 2:15,16.33,2020-06-18 0:23:23,10.36,2021-06-17 21:19:46,14.30
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 19:00,18.937,19/6/2021 2:30,16.44,2020-06-18 0:38:23,10.34,2021-06-17 21:34:46,14.28
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 19:30,19.77,19/6/2021 2:45,16.76,2020-06-18 0:53:23,10.32,2021-06-17 21:49:46,14.25
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 20:00,19.532,19/6/2021 3:00,16.88,2020-06-18 1:08:23,10.30,2021-06-17 22:04:46,14.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 20:30,19.222,19/6/2021 3:15,16.91,2020-06-18 1:23:23,10.26,2021-06-17 22:19:46,12.27
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 21:00,18.913,19/6/2021 3:30,16.91,2020-06-18 1:38:23,10.21,2021-06-17 22:34:46,10.99
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 21:30,18.319,19/6/2021 3:45,16.91,2020-06-18 1:53:23,10.12,2021-06-17 22:49:46,10.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 22:00,15.557,19/6/2021 4:00,16.9,2020-06-18 2:08:23,10.05,2021-06-17 23:04:46,10.45
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 22:30,15.652,19/6/2021 4:15,16.84,2020-06-18 2:23:23,9.99,2021-06-17 23:19:46,10.35
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 23:00,15.079,19/6/2021 4:30,16.75,2020-06-18 2:38:23,10.06,2021-06-17 23:34:46,10.34
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/6/2020 23:30,14.242,19/6/2021 4:45,16.7,2020-06-18 2:53:23,10.11,2021-06-17 23:49:46,10.29
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 0:00,13.882,19/6/2021 5:00,16.71,2020-06-18 3:08:23,10.10,2021-06-18 00:04:46,10.29
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 0:30,13.04,19/6/2021 5:15,16.67,2020-06-18 3:23:23,10.10,2021-06-18 00:19:46,10.28
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 1:00,12.944,19/6/2021 5:30,16.67,2020-06-18 3:38:23,10.13,2021-06-18 00:34:46,10.27
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 1:30,12.485,19/6/2021 5:45,16.63,2020-06-18 3:53:23,10.17,2021-06-18 00:49:46,10.27
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 2:00,13.016,19/6/2021 6:00,16.63,2020-06-18 4:08:23,10.15,2021-06-18 01:04:46,10.18
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 2:30,13.93,19/6/2021 6:15,16.64,2020-06-18 4:23:23,10.19,2021-06-18 01:19:46,10.11
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 3:00,14.888,19/6/2021 6:30,16.65,2020-06-18 4:38:23,10.25,2021-06-18 01:34:46,10.19
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 3:30,16.249,19/6/2021 6:45,16.67,2020-06-18 4:53:23,10.28,2021-06-18 01:49:46,10.23
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 4:00,16.296,19/6/2021 7:00,16.71,2020-06-18 5:08:23,10.26,2021-06-18 02:04:46,10.30
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 4:30,16.272,19/6/2021 7:15,16.71,2020-06-18 5:23:23,10.28,2021-06-18 02:19:46,10.27
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 5:00,16.201,19/6/2021 7:30,16.77,2020-06-18 5:38:23,10.29,2021-06-18 02:34:46,10.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 5:30,16.106,19/6/2021 7:45,16.86,2020-06-18 5:53:23,10.29,2021-06-18 02:49:46,10.55
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 6:00,16.082,19/6/2021 8:00,17.1,2020-06-18 6:08:23,10.29,2021-06-18 03:04:46,10.64
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 6:30,16.058,19/6/2021 8:15,17.16,2020-06-18 6:23:23,10.28,2021-06-18 03:19:46,10.74
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 7:00,16.344,19/6/2021 8:30,17.36,2020-06-18 6:38:23,10.29,2021-06-18 03:34:46,10.83
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 7:30,16.701,19/6/2021 8:45,17.77,2020-06-18 6:53:23,10.29,2021-06-18 03:49:46,10.88
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 8:00,17.13,19/6/2021 9:00,18.09,2020-06-18 7:08:23,10.25,2021-06-18 04:04:46,10.92
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 8:30,17.748,19/6/2021 9:15,17.94,2020-06-18 7:23:23,10.27,2021-06-18 04:19:46,10.93
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 9:00,18.509,19/6/2021 9:30,18.09,2020-06-18 7:38:23,10.26,2021-06-18 04:34:46,10.97
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 9:30,19.484,19/6/2021 9:45,18.34,2020-06-18 7:53:23,10.28,2021-06-18 04:49:46,11.00
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 10:00,20.603,19/6/2021 10:00,18.44,2020-06-18 8:08:23,10.33,2021-06-18 05:04:46,11.02
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 10:30,21.437,19/6/2021 10:15,18.91,2020-06-18 8:23:23,10.34,2021-06-18 05:19:46,11.02
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 11:00,22.393,19/6/2021 10:30,19.12,2020-06-18 8:38:23,10.41,2021-06-18 05:34:46,11.04
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 11:30,23.256,19/6/2021 10:45,20.21,2020-06-18 8:53:23,10.42,2021-06-18 05:49:46,11.10
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 12:00,24.75,19/6/2021 11:00,21.17,2020-06-18 9:08:23,10.48,2021-06-18 06:04:46,11.18
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 12:30,25.404,19/6/2021 11:15,22.21,2020-06-18 9:23:23,10.55,2021-06-18 06:19:46,11.27
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 13:00,26.304,19/6/2021 11:30,22.42,2020-06-18 9:38:23,10.66,2021-06-18 06:34:46,11.39
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 13:30,27.407,19/6/2021 11:45,22.85,2020-06-18 9:53:23,10.69,2021-06-18 06:49:46,11.60
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 14:00,27.554,19/6/2021 12:00,23.66,2020-06-18 10:08:23,10.73,2021-06-18 07:04:46,11.87
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 14:30,27.998,19/6/2021 12:15,24.45,2020-06-18 10:23:23,10.75,2021-06-18 07:19:46,12.03
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 15:00,28.593,19/6/2021 12:30,25.49,2020-06-18 10:38:23,10.95,2021-06-18 07:34:46,12.24
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 15:30,29.49,19/6/2021 12:45,25.37,2020-06-18 20:23:23,11.00,2021-06-18 07:49:46,12.55
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 16:00,29.941,19/6/2021 13:00,26.07,2020-06-18 20:38:23,10.86,2021-06-18 08:04:46,13.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 16:30,20.936,19/6/2021 13:15,26.6,2020-06-18 20:53:23,10.84,2021-06-18 08:19:46,13.66
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 17:00,18.985,19/6/2021 13:30,27.21,2020-06-18 21:08:23,10.83,2021-06-18 08:34:46,13.84
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 17:30,18.699,19/6/2021 13:45,27.46,2020-06-18 21:23:23,10.80,2021-06-18 08:49:46,14.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 18:00,18.652,19/6/2021 14:00,27.4,2020-06-18 21:38:23,10.87,2021-06-18 09:04:46,14.11
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 18:30,18.366,19/6/2021 14:15,26.86,2020-06-18 21:53:23,10.87,2021-06-18 09:19:46,14.15
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 19:00,19.056,19/6/2021 14:30,26.99,2020-06-18 22:08:23,10.81,2021-06-18 09:34:46,14.20
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 19:30,19.294,19/6/2021 14:45,27.3,2020-06-18 22:23:23,10.75,2021-06-18 09:49:46,14.24
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 20:00,19.651,19/6/2021 15:00,26.68,2020-06-18 22:38:23,10.70,2021-06-18 10:04:46,14.29
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 20:30,19.698,19/6/2021 15:15,26.46,2020-06-18 22:53:23,10.73,2021-06-18 10:19:46,14.34
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 21:00,19.603,19/6/2021 15:30,26.65,2020-06-18 23:08:23,10.66,2021-06-18 10:34:46,14.38
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 21:30,19.46,19/6/2021 15:45,26.96,2020-06-18 23:23:23,10.64,2021-06-18 10:49:46,14.43
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 22:00,16.01,19/6/2021 16:00,26.72,2020-06-18 23:38:23,10.66,2021-06-18 11:04:46,14.48
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 22:30,16.129,19/6/2021 16:15,27.14,2020-06-18 23:53:23,10.65,2021-06-18 11:19:46,14.52
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 23:00,16.463,19/6/2021 16:30,27.29,2020-06-19 0:08:23,10.62,2021-06-18 11:34:46,14.56
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18/6/2020 23:30,15.915,19/6/2021 16:45,26.35,2020-06-19 0:23:23,10.59,2021-06-18 11:49:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 0:00,15.055,19/6/2021 17:00,26.64,2020-06-19 0:38:23,10.50,2021-06-18 12:04:46,14.63
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 0:30,15.199,19/6/2021 17:15,26.3,2020-06-19 0:53:23,10.36,2021-06-18 12:19:46,14.67
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 1:00,14.505,19/6/2021 17:30,26.24,2020-06-19 1:08:23,10.33,2021-06-18 12:34:46,14.70
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 1:30,14.122,19/6/2021 17:45,25.78,2020-06-19 1:23:23,10.34,2021-06-18 12:49:46,14.73
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 2:00,13.714,19/6/2021 18:00,25.45,2020-06-19 1:38:23,10.30,2021-06-18 13:04:46,14.76
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 2:30,14.385,19/6/2021 18:15,25.04,2020-06-19 1:53:23,10.25,2021-06-18 13:19:46,14.78
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 3:00,14.96,19/6/2021 18:30,24.72,2020-06-19 2:08:23,10.21,2021-06-18 13:34:46,14.79
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 3:30,16.701,19/6/2021 18:45,24.32,2020-06-19 2:23:23,10.21,2021-06-18 13:49:46,14.79
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 4:00,17.415,19/6/2021 19:00,23.41,2020-06-19 2:38:23,10.20,2021-06-18 14:04:46,14.81
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 4:30,17.415,19/6/2021 19:15,22.82,2020-06-19 2:53:23,10.20,2021-06-18 14:19:46,14.80
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 5:00,17.32,19/6/2021 19:30,23.01,2020-06-19 3:08:23,10.20,2021-06-18 14:34:46,14.78
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 5:30,17.249,19/6/2021 19:45,22.68,2020-06-19 3:23:23,10.23,2021-06-18 14:49:46,14.77
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 6:00,17.201,19/6/2021 20:00,21.9,2020-06-19 3:38:23,10.23,2021-06-18 15:04:46,14.75
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 6:30,17.225,19/6/2021 20:15,21.38,2020-06-19 3:53:23,10.22,2021-06-18 15:19:46,14.73
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 7:00,17.272,19/6/2021 20:30,20.95,2020-06-19 4:08:23,10.24,2021-06-18 15:34:46,14.70
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 7:30,17.344,19/6/2021 20:45,20.56,2020-06-19 4:23:23,10.18,2021-06-18 15:49:46,14.67
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 8:00,17.629,19/6/2021 21:00,20.34,2020-06-19 4:38:23,10.17,2021-06-18 16:04:46,14.65
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 8:30,18.176,19/6/2021 21:15,20.02,2020-06-19 4:53:23,10.14,2021-06-18 16:19:46,14.64
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 9:00,18.224,19/6/2021 21:30,19.69,2020-06-19 5:08:23,10.15,2021-06-18 16:34:46,14.65
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 9:30,19.413,19/6/2021 21:45,18.76,2020-06-19 5:23:23,10.17,2021-06-18 16:49:46,14.64
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 10:00,19.722,19/6/2021 22:00,15.86,2020-06-19 5:38:23,10.20,2021-06-18 17:04:46,14.63
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 10:30,21.008,19/6/2021 22:15,14.58,2020-06-19 5:53:23,10.22,2021-06-18 17:19:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 11:00,21.103,19/6/2021 22:30,13.48,2020-06-19 6:08:23,10.22,2021-06-18 17:34:46,14.61
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 11:30,22.274,19/6/2021 22:45,13.33,2020-06-19 6:23:23,10.24,2021-06-18 17:49:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 12:00,22.848,19/6/2021 23:00,13.41,2020-06-19 6:38:23,10.25,2021-06-18 18:04:46,14.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 12:30,23.809,19/6/2021 23:15,13.36,2020-06-19 6:53:23,10.25,2021-06-18 18:19:46,14.56
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 13:00,24.098,19/6/2021 23:30,13.01,2020-06-19 7:08:23,10.27,2021-06-18 18:34:46,14.54
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 13:30,24.968,19/6/2021 23:45,12.74,2020-06-19 7:23:23,10.32,2021-06-18 18:49:46,14.51
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 14:00,24.968,20/6/2021 0:00,12.9,2020-06-19 7:38:23,10.36,2021-06-18 19:04:46,14.50
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 14:30,24.944,20/6/2021 0:15,13.26,2020-06-19 7:53:23,10.42,2021-06-18 19:19:46,14.48
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 15:00,26.085,20/6/2021 0:30,14.11,2020-06-19 8:08:23,10.45,2021-06-18 19:34:46,14.46
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 15:30,26.646,20/6/2021 0:45,13.96,2020-06-19 8:23:23,10.54,2021-06-18 19:49:46,14.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 16:00,26.867,20/6/2021 1:00,14.29,2020-06-19 8:38:23,10.62,2021-06-18 20:04:46,14.42
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 16:30,20.15,20/6/2021 1:15,14.73,2020-06-19 8:53:23,10.72,2021-06-18 20:19:46,14.40
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 17:00,17.915,20/6/2021 1:30,15.65,2020-06-19 9:08:23,10.74,2021-06-18 20:34:46,14.38
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 17:30,16.177,20/6/2021 1:45,15.91,2020-06-19 9:23:23,10.84,2021-06-18 20:49:46,14.36
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 18:00,16.272,20/6/2021 2:00,16.18,2020-06-19 9:38:23,10.95,2021-06-18 21:04:46,14.34
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 18:30,15.7,20/6/2021 2:15,16.28,2020-06-19 18:53:23,10.96,2021-06-18 21:19:46,14.31
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 19:00,15.557,20/6/2021 2:30,16.15,2020-06-19 19:08:23,10.91,2021-06-18 21:34:46,14.28
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 19:30,16.177,20/6/2021 2:45,16.33,2020-06-19 19:23:23,10.68,2021-06-18 21:49:46,14.26
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 20:00,17.415,20/6/2021 3:00,16.52,2020-06-19 19:38:23,10.53,2021-06-18 22:04:46,14.23
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 20:30,18.176,20/6/2021 3:15,16.58,2020-06-19 19:53:23,10.55,2021-06-18 22:19:46,14.18
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 21:00,18.295,20/6/2021 3:30,16.59,2020-06-19 20:08:23,10.52,2021-06-18 22:34:46,13.19
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 21:30,18.271,20/6/2021 3:45,16.59,2020-06-19 20:23:23,10.54,2021-06-18 22:49:46,11.12
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 22:00,18.295,20/6/2021 4:00,16.57,2020-06-19 20:38:23,10.57,2021-06-18 23:04:46,10.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 22:30,18.224,20/6/2021 4:15,16.54,2020-06-19 20:53:23,10.60,2021-06-18 23:19:46,10.48
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 23:00,17.32,20/6/2021 4:30,16.48,2020-06-19 21:08:23,10.58,2021-06-18 23:34:46,10.39
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19/6/2020 23:30,16.177,20/6/2021 4:45,16.41,2020-06-19 21:23:23,10.56,2021-06-18 23:49:46,10.35
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20/6/2020 0:00,14.266,20/6/2021 5:00,16.4,2020-06-19 21:38:23,10.56,2021-06-19 00:04:46,10.28
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20/6/2020 0:30,13.834,20/6/2021 5:15,16.36,2020-06-19 21:53:23,10.62,2021-06-19 00:19:46,10.26
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20/6/2020 1:00,14.122,20/6/2021 5:30,16.37,2020-06-19 22:08:23,10.58,2021-06-19 00:34:46,10.25
